0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.0052308156,-0.0059791277,-0.009880755,0.008552845,0.003566115,0.00026303052,-0.009880628,-0.00516665,-0.009717963,0.0020107795,0.0028303098,0.004643555,-0.0042972756,-0.0031457066,-0.0030787874,-0.008721917,0.002172482,0.009225621,-0.009501867,-0.0034580873,-0.0037699104,0.0026073814,-0.0056915567,0.0026206803,0.0058025215,-0.008106861,-0.008329792,-0.0099546695,0.004933045,-0.009122307,0.0058419635,0.0068002627,-0.0065064,-0.004519882,-0.0012548614,0.0016463208,-0.0014813376,-0.008542542,-0.0036026144,0.0017316246,-0.0020569204,-0.0072300434,0.004184599,-0.0085743405,0.0027115368,-0.0046137213,0.00064542773,-0.0020573472,0.0054132272,-0.008002572,-0.002119851,-9.581566e-05,-0.0066387774,-0.006526165,-0.0019329595,0.008803475,-0.0012631703,0.0035359787,-0.005750313,0.0088148145,0.0029154683,0.009279685,0.004349854,-0.004199569,0.0022419048,-0.0044124555,0.0057769394,0.001831522,-0.002278762,-0.0058811186,-0.008027084,-0.0008530736,-0.008939364,-0.009223635,-0.0079399105,0.0021690726,-0.0065009403,-0.0077883434,0.0021311664,0.0020526624,0.008348355,0.004667914,-0.009410105,-0.00033878087,0.007854028,0.0026714755,0.0026803636,-0.004883711,0.0064671705,0.0016488147,-0.007602146,0.006863971,-0.009769399,-0.008158595,-0.004874165,0.0099376775,0.003113091,-0.0020120381,0.008895168,0.0023512554
-0.0055603697,-0.0031805348,-0.005970857,0.0037416862,-0.006824238,-0.002010784,-0.0011345958,0.0073021078,0.006674273,0.0034162116,-0.00011404038,-0.0046904134,-0.0019745494,-0.005397303,0.008898411,-0.008585172,-0.009973214,-0.00076826813,0.0036591697,0.0080966735,0.0088977935,0.0062468145,-0.0062383604,0.008665233,-0.009429047,0.00070925476,-0.0066232467,-0.00080001354,0.0026405645,-0.007693906,0.003958862,0.0014275813,-0.00053709984,0.006218431,-0.0043780063,-0.0016732216,0.0010305834,0.002905979,-0.008738873,-0.0050902893,0.007875364,0.0009207654,0.003701551,-0.00932723,-0.0019635963,0.0021749593,0.0025734783,0.008913688,0.00029945135,-0.004708397,-0.0032858015,0.009621062,0.0074723484,-0.0088866595,-0.0036006428,0.005439906,0.0008872843,0.008761435,-0.0058652638,-0.0030920124,0.0083988765,0.0054496145,0.00872855,-0.0031548024,0.0023108483,-0.006853442,-0.00593333,-0.0059148003,-0.00832747,-0.0022109319,0.0035455131,-0.0016325426,0.002992828,0.005080881,0.007454257,0.0025417376,0.007914143,-0.003984325,-0.004777942,-0.0011732101,0.005883131,0.0047461153,-0.008290236,-0.002937324,-0.008044798,0.008717821,-0.0019870233,-9.041071e-05,0.008613762,0.0018151116,-0.0074284123,0.0067626764,0.004711399,0.007932015,-0.003907387,0.0044088457,0.004857509,-0.00406312,0.0021522904,0.0053211167
-0.007874591,-0.009204395,0.0084142685,-0.004340074,0.009695933,-0.0026610207,0.00961159,-0.005980096,0.0033396387,0.0044208644,-0.00867784,0.0052135205,-0.006595149,-0.0037149286,0.0045602964,0.009512427,-0.00281492,-0.003069718,0.00025224208,-0.000576787,-0.009739621,-0.007898913,0.005772505,0.007177658,-0.004652412,0.0032897568,-0.0012493372,0.0034997535,-0.0062120794,0.002872889,-0.0049226712,-0.0065853526,0.008520591,-0.007847343,-0.0029812146,0.0043950845,-0.008398533,-0.0047559617,0.00085169316,-0.0058478834,0.008859339,0.009008522,0.0074255443,0.0028278446,-0.005008993,-0.0004931545,-0.0019980096,0.006161468,-0.0069628833,-0.0086908555,-0.00968307,-0.008014288,-0.006430464,-0.002309978,-0.0023480868,0.006285162,0.004515462,0.00519269,0.0026286482,0.0020340085,0.004579613,0.008765223,0.005329678,0.0020453143,-0.0020696712,0.005192914,0.007241237,0.009234161,0.0065125944,0.0046484447,-0.009930308,0.0034622503,-0.001966939,0.0038560128,0.006372726,-0.0022840358,-0.00873748,-0.0023369384,-0.0050854087,-0.003711493,-0.005582671,0.0051475405,0.0006984353,0.00019104719,-0.0047725034,0.009668899,0.00059310434,-0.002519355,-0.009221259,0.0028445483,-0.0075835227,-0.0046515106,-0.009078822,0.0012842274,0.008345249,0.005887656,-0.0031622266,-0.0011543322,0.009697933,-0.006793311
-0.003925471,0.007410128,0.0019372272,0.007834034,-0.0013689303,-0.00574924,0.0010556674,0.0086682895,0.0029543447,-0.0046526575,-0.00086767675,-0.009631975,0.0073761987,0.0079315975,0.003391769,-0.004975724,0.0065721916,0.0016408825,0.0032333613,0.007225761,-0.004385841,0.006028309,-0.0006287694,0.009948647,0.0002171445,0.007934983,-0.0020008541,-0.0030385088,0.002577536,-0.0078001977,-0.0018097806,0.00032651663,0.001751163,0.005970001,-0.001835742,-0.00041093587,-0.0072693015,-0.00594167,0.00014526844,-0.0025332237,-0.0019768048,0.0061720824,-0.0057838513,0.006445687,-0.0040771244,-0.0069440887,-0.007841933,0.0045471527,-0.0033845091,0.008689463,-0.0058304216,0.005333767,-0.0005928421,0.0057131005,-0.0008306122,-0.0046600914,-0.009518175,0.0053053163,-0.007506435,-0.002422061,0.0030375242,0.009565434,-0.0032829666,-0.0012370539,0.0048858738,0.004926858,-0.0031733154,-0.0044033863,-0.0039447476,0.007041526,-0.005237856,-0.006039271,-0.005866315,-0.0032424189,0.008108006,-0.0013292885,0.00920762,-0.0077986955,0.0024679112,0.008936587,-0.00974663,-0.0012296462,-0.008607438,0.007161143,-0.0020896029,0.00610348,-0.0047685,0.0032280087,-0.0039057063,-0.009014967,-0.002989142,-0.00064472435,-0.009137323,0.0002838707,-0.005401094,0.0055142855,-0.004365659,0.009530203,0.0013091969,-0.0024482727
-0.006811826,-0.0071759867,-0.0045892405,-0.001672082,-0.009158845,-0.0041940785,-0.0025039793,0.009510729,-0.001298747,0.0045574834,-0.0017107152,-0.0016365862,0.0058956053,0.006702974,0.0010840606,0.0051971483,-0.0076313736,0.005245564,-0.001651113,0.0051213335,-0.0031321931,0.0016495299,0.005206938,-0.007913816,-0.0036517263,0.004376562,0.00031117917,0.0008771777,-0.0023911714,0.0065794038,0.008093024,0.008879047,-0.0029109954,0.009416189,0.0038190866,0.0059346487,-0.0025447034,-0.004575601,0.004754143,0.0015067554,-0.009925089,0.0055559445,-0.0076614595,-0.00901494,-0.009638226,0.0035962176,0.009010706,-0.0061541726,8.893013e-07,0.0004997373,0.0015314055,-0.009792197,0.0023748206,0.006652119,-0.0023708344,-0.005122118,0.009027059,-0.003781998,0.00078433513,0.0036502718,0.006488495,-0.0058524655,-0.0019186974,0.0064916587,0.0016111326,0.0037088823,0.005967641,0.0076252697,0.004993398,-0.0029808546,0.00704536,-0.004614804,-0.0011515665,-0.0018698502,-0.001180098,0.009495688,-5.671978e-05,-0.008410923,-0.0012961435,-0.009208634,-0.0033069921,0.0014727307,-0.0036228823,-0.008149815,0.0036415125,-0.0082405945,-0.0006664753,-0.006151414,-0.00752974,0.008318768,0.0023897458,-0.0065953685,0.0048212074,-0.0069435523,-0.0011986089,-0.0003864169,-0.00943816,0.007382178,-0.0038475562,-0.0013801169
-0.0031937766,-0.007327864,-0.0010141969,0.0071030403,0.0062644123,0.004543481,-0.0011433936,0.0003919077,-0.008563075,4.5917033e-05,-0.0067682504,0.007830317,0.0066288565,-0.005920565,-0.0014043355,0.0032201838,-0.0044129537,0.008599436,0.004789221,0.0046275686,0.0044206595,-0.008418665,-0.00675602,-0.00038511754,-0.0040884446,-0.0070583606,-0.008403206,-0.0054889466,-0.008211019,-0.0004632187,0.0067996504,-0.0059897043,0.0042456915,0.0070059896,0.008798723,0.00636296,0.0024719024,-0.0043616844,-0.0019037962,-0.00014442444,-0.0028966737,-0.008206623,0.0012286783,-0.0075604366,0.0032861733,0.003054683,0.005584629,-0.006941402,-0.00020968437,-0.00027324437,0.004449995,0.005608356,0.0034258484,-0.008369165,-0.00069101097,-0.0090786405,-0.006702373,0.008777432,0.005810804,-0.005600295,0.009460376,-0.0024984002,-0.007997763,0.003540268,0.002721734,0.0010944295,0.006894829,-0.0011668182,0.0033165289,0.0048623728,-0.006615548,-0.0022159265,-0.0065029766,-0.004784744,0.006484351,-0.0015081811,0.0009049034,-0.0091138575,-0.0017437839,0.006734836,0.0048364806,0.0012776208,0.0061302185,0.006130159,-0.009794107,0.008128958,-0.008856559,-0.0077197505,-0.0013311339,0.001241107,-0.0052387738,0.00012629271,0.0013637424,-0.0035141634,-0.0015749431,-0.0066766287,-0.004816253,-0.0049095987,-0.0043463707,0.004478009
-0.00948508,-0.006313994,-0.0033698105,-0.0091956565,-0.0063177967,0.008055262,-0.005143287,-0.005022609,-0.004019227,0.0058029937,0.008307483,-0.0036204744,0.0064629745,0.006919806,-0.009478173,0.008404913,0.008297312,0.0005315757,0.003671441,-0.004568577,0.009322362,-0.009681356,0.008735388,-0.003662579,0.004532039,-0.0059908796,0.009090226,0.008187876,-0.007417617,-0.0043696356,0.0032745958,-0.001127019,-0.0029566074,0.0052479934,0.004543588,-0.0065082596,0.0024745918,0.007820096,0.008390002,0.0034740663,0.0044760467,0.0003930664,-0.007682867,0.0012429261,-0.0045052934,-0.006300399,-0.0018785286,-0.0018184042,0.00803555,0.0013464164,-0.006419668,-0.005255191,0.005737057,-0.0021037506,0.009436517,0.0066278432,-0.00017724038,-0.0016004014,-0.008450918,0.0037736297,0.00055822136,0.009677458,-0.0013397837,0.004793725,-0.0029188322,0.006580417,0.007257528,0.005977192,-0.0018446398,-0.0038717843,0.004616904,-0.0071457266,0.0006641507,0.008885579,0.004376488,0.00975673,0.0022658492,-0.00018296957,0.003167696,0.0060701417,-0.0022526025,-0.00023883581,0.005452633,0.0013938856,-0.0073252534,0.0065505314,-0.004082234,0.0053964425,-0.009717808,0.0027166295,-0.0033885764,0.006390388,-0.00575799,-0.009620974,0.0071393894,-0.009743266,0.0065790582,-0.005596657,-0.005962763,0.009427807
0.0071493173,0.0057587456,-0.005764058,-0.0028985597,-0.0024793316,0.005409684,0.009179013,-0.0040749954,-0.0025816893,-0.008758077,0.0077889278,0.00040906668,-0.007576368,-0.0067074583,-0.002679503,0.0030263448,-0.005394325,0.0036553573,-0.007874348,-0.0032366086,-0.007318778,-0.0027043796,0.006675942,-0.007212224,0.0028663373,-0.00029408216,-0.004070246,0.00800149,0.008456817,-0.0087155625,0.008307402,0.003493066,-0.0032624174,0.009564841,0.007763536,0.003442862,0.0003339839,-0.0050864364,0.004110072,-0.005875559,0.006853719,-0.0043348265,0.0044326736,-0.006078062,-0.000431726,0.0016234135,-0.00020674944,0.0048682285,-0.0046077417,0.0071127727,0.005661454,-0.0065733814,-0.0058871056,0.0087831095,0.00045813798,-0.005090842,-0.0046638013,-0.0064023137,0.0005847955,0.00051752804,0.007207265,-0.009480219,0.008820612,0.007152052,-0.0009577107,-0.003236177,0.008860011,0.00630671,0.004465544,0.006638584,-0.009533143,0.0058200266,-0.0036537123,-0.008014777,-0.004453237,0.0075943135,0.0085941125,0.0071747922,-0.0028271603,-0.0026422667,0.0023115014,0.0058997152,0.007910001,-0.0027018404,0.0016349459,0.0036674165,0.0020902466,0.006157756,0.00614089,-0.0025319553,-0.008647041,0.009696288,-0.006161852,-0.0038840724,0.008320844,0.0011873746,0.008585138,-0.0041135717,0.009920845,0.0057492256
-0.0031344627,-0.0043926956,0.0039581344,-0.0023242522,-0.0054540727,0.0057854177,-0.007508905,-0.00054008246,-0.0032025147,0.00047691344,0.009744549,-0.0012014627,0.006516986,-0.0055043553,-0.008240822,0.001887114,-1.05929375e-05,-0.005147672,0.0057498408,0.003597498,0.008935091,0.003515675,-0.009293792,0.0041065835,0.0051874854,0.0021661092,-0.009178343,0.005848837,-0.008421936,-0.008202903,0.00086206914,0.005215807,-0.007489252,0.0059612654,-0.0026846123,0.0016264224,0.00022509575,-0.0062401723,0.0014816332,-0.0017133569,-0.003958764,-0.00030953408,-0.009069209,0.0025933504,0.0027658057,0.007871632,0.00462651,0.0033617066,-0.007862695,0.008630794,-0.00409251,-0.00936877,-0.007072978,-0.0052601574,0.0017955828,0.006066947,-0.004086833,-0.0047152853,0.0057176803,0.00063075067,0.005729549,0.00024864674,-0.009582093,0.0069337892,0.002701602,-0.000545156,0.00030835866,-0.0076429127,-0.0029437256,-0.00952687,-0.007912617,-0.006454127,-0.008589227,0.005372505,0.006394818,0.006158838,-0.0002235818,0.007983332,-0.003260119,-0.0042738793,-0.0051951385,0.0043032314,0.009553506,0.007281871,0.006150293,0.0049140765,0.0031227733,-0.009691248,0.0059239795,0.005987434,-0.00477277,0.007816572,-0.0017737603,0.006256175,0.009835682,-0.0044164537,-0.002081361,0.0064699147,0.003281324,-0.008868236
0.004982226,-0.002517996,-0.009031493,-0.0038271332,-0.0055078864,0.007975178,0.0029371835,-0.002855487,-0.0021730661,-0.007301524,-0.004764864,0.007406497,-0.009775469,0.008541751,0.0057957815,-0.00959434,0.0022992634,-0.0097919945,0.0036968542,-0.007771282,0.0081759645,-0.0012213517,0.0077728913,0.0063224984,0.009373286,-0.0046998546,-0.002235794,-0.0015768457,-0.004601817,-0.00041650294,-0.0020650625,0.00084925175,0.0069688153,0.009063232,-0.004378431,0.009212894,0.008029134,-0.008197358,-0.00026202918,-0.008437831,0.005860424,0.0034972762,-0.0046696234,0.00718534,-0.0076307273,0.0076870536,-0.0060094,0.0030036091,0.009220478,0.009337068,-0.0020129585,0.00038793802,-0.0097643165,0.0027858187,-0.003228488,-0.009949834,-0.0048011756,0.00545018,-0.003495791,-0.0067849206,-0.0032944512,-0.0019424009,-0.0061200857,-0.007961504,-0.0014367843,0.0014599061,0.00013621569,0.0066989255,-0.0059178257,0.008111289,0.007521515,0.0012582731,-0.009981137,-0.0037100052,-0.006954186,0.008263195,0.008300884,-0.002210586,0.0054978086,-0.005096307,-0.003320849,0.0044764234,0.0028164124,0.0005995226,0.000983758,0.009611029,0.008187182,-0.0029510427,-0.0057783723,0.0022270156,0.0033703924,-0.0034746337,0.009960974,0.00910484,0.0060563637,-0.00032201767,-0.009310475,0.0005104279,-0.008932111,-0.003812759
